timestamp;DeltaTemp;Durchfluss;Energie;Leistung;TemperaturRL;TemperaturVL;Volumen;Volumen2;anlage
2021-10-31 01:51:06;-2,4;0;;0;24,7;22,3;17654,33;327,886;Solarthermie
2021-10-31 02:51:06;-1,9;0;;0;24,2;22,3;17654,33;327,886;Solarthermie
2021-10-31 02:51:06;-1,7;0;;0;24;22,3;17654,33;327,886;Solarthermie
2021-10-31 03:51:06;-2,2;0;;0;24,4;22,2;17654,33;327,886;Solarthermie
2022-03-27 00:36:03;-1,4;0;;0;26,6;25,2;18239,23;329,581;Solarthermie
2022-03-27 01:36:03;-5;0;;0;30,8;25,8;18239,23;329,581;Solarthermie
2022-03-27 03:36:03;-2,7;0;;0;27,6;24,9;18239,23;329,581;Solarthermie
2022-03-27 04:36:03;-2,6;0;;0;27,4;24,8;18239,23;329,581;Solarthermie
